Control_ID,Title,FedRAMP_Baseline,Automation_Type,AWS_Checks,Azure_Checks,GCP_Checks,Oracle_Checks,IBM_Checks,Alicloud_Checks,Total_Checks
SI-2 (2),Flaw Remediation | Automated Flaw Remediation Status,High,automated,aws_cloudwatch_changes_to_network_acls_alarm_configured; aws_cloudwatch_changes_to_network_gateways_alarm_configured; aws_cloudwatch_changes_to_network_route_tables_alarm_configured; aws_cloudwatch_changes_to_vpcs_alarm_configured; aws_rds_instance_enhanced_monitoring_enabled; aws_redshift_cluster_automatic_upgrades; aws_ssm_managed_compliant_patching,azure_monitor_changes_to_network_acls_alarm_configured; azure_monitor_changes_to_network_gateways_alarm_configured; azure_monitor_changes_to_network_route_tables_alarm_configured; azure_monitor_changes_to_vpcs_alarm_configured; azure_sql_instance_enhanced_monitoring_enabled; azure_synapse_cluster_automatic_upgrades; azure_automation_managed_compliant_patching,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_sql_instance_enhanced_monitoring_enabled; gcp_bigquery_cluster_automatic_upgrades; gcp_os_config_managed_compliant_patching,oracle_monitoring_changes_to_network_acls_alarm_configured; oracle_monitoring_changes_to_network_gateways_alarm_configured; oracle_monitoring_changes_to_network_route_tables_alarm_configured; oracle_monitoring_changes_to_vpcs_alarm_configured; oracle_database_instance_enhanced_monitoring_enabled; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_os_management_managed_compliant_patching,ibm_monitoring_changes_to_network_acls_alarm_configured; ibm_monitoring_changes_to_network_gateways_alarm_configured; ibm_monitoring_changes_to_network_route_tables_alarm_configured; ibm_monitoring_changes_to_vpcs_alarm_configured; ibm_databases_instance_enhanced_monitoring_enabled; ibm_db2_warehouse_cluster_automatic_upgrades; ibm_schematics_managed_compliant_patching,alicloud_cms_changes_to_network_acls_alarm_configured; alicloud_cms_changes_to_network_gateways_alarm_configured; alicloud_cms_changes_to_network_route_tables_alarm_configured; alicloud_cms_changes_to_vpcs_alarm_configured; alicloud_rds_instance_enhanced_monitoring_enabled; alicloud_analyticdb_cluster_automatic_upgrades; alicloud_oos_managed_compliant_patching,42
SI-2 (3),Flaw Remediation | Time to Remediate Flaws and Benchmarks for Corrective Actions,High,automated,aws_cloudwatch_changes_to_network_acls_alarm_configured; aws_cloudwatch_changes_to_network_gateways_alarm_configured; aws_cloudwatch_changes_to_network_route_tables_alarm_configured; aws_cloudwatch_changes_to_vpcs_alarm_configured; aws_rds_instance_enhanced_monitoring_enabled; aws_redshift_cluster_automatic_upgrades; aws_ssm_managed_compliant_patching,azure_monitor_changes_to_network_acls_alarm_configured; azure_monitor_changes_to_network_gateways_alarm_configured; azure_monitor_changes_to_network_route_tables_alarm_configured; azure_monitor_changes_to_vpcs_alarm_configured; azure_sql_instance_enhanced_monitoring_enabled; azure_synapse_cluster_automatic_upgrades; azure_automation_managed_compliant_patching,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_sql_instance_enhanced_monitoring_enabled; gcp_bigquery_cluster_automatic_upgrades; gcp_os_config_managed_compliant_patching,oracle_monitoring_changes_to_network_acls_alarm_configured; oracle_monitoring_changes_to_network_gateways_alarm_configured; oracle_monitoring_changes_to_network_route_tables_alarm_configured; oracle_monitoring_changes_to_vpcs_alarm_configured; oracle_database_instance_enhanced_monitoring_enabled; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_os_management_managed_compliant_patching,ibm_monitoring_changes_to_network_acls_alarm_configured; ibm_monitoring_changes_to_network_gateways_alarm_configured; ibm_monitoring_changes_to_network_route_tables_alarm_configured; ibm_monitoring_changes_to_vpcs_alarm_configured; ibm_databases_instance_enhanced_monitoring_enabled; ibm_db2_warehouse_cluster_automatic_upgrades; ibm_schematics_managed_compliant_patching,alicloud_cms_changes_to_network_acls_alarm_configured; alicloud_cms_changes_to_network_gateways_alarm_configured; alicloud_cms_changes_to_network_route_tables_alarm_configured; alicloud_cms_changes_to_vpcs_alarm_configured; alicloud_rds_instance_enhanced_monitoring_enabled; alicloud_analyticdb_cluster_automatic_upgrades; alicloud_oos_managed_compliant_patching,42
SI-3,Malicious Code Protection,High,manual,,,,,,,0
SI-4,System Monitoring,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (1),System Monitoring | System-wide Intrusion Detection System,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (2),System Monitoring | Automated Tools and Mechanisms for Real-time Analysis,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (4),System Monitoring | Inbound and Outbound Communications Traffic,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (5),System Monitoring | System-generated Alerts,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (10),System Monitoring | Visibility of Encrypted Communications,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (11),System Monitoring | Analyze Communications Traffic Anomalies,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (12),System Monitoring | Automated Organization-generated Alerts,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (14),System Monitoring | Wireless Intrusion Detection,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (16),System Monitoring | Correlate Monitoring Information,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (18),System Monitoring | Analyze Traffic and Covert Exfiltration,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (19),System Monitoring | Risk for Individuals,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (20),System Monitoring | Privileged Users,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (22),System Monitoring | Unauthorized Network Services,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-4 (23),System Monitoring | Host-based Devices,High,automated,aws_guardduty_is_enabled; aws_cloudtrail_log_file_validation_enabled,azure_security_center_is_enabled; azure_monitor_log_file_validation_enabled,gcp_security_command_center_is_enabled; gcp_logging_log_file_validation_enabled,oracle_cloud_guard_is_enabled; oracle_audit_log_file_validation_enabled,ibm_security_advisor_is_enabled; ibm_activity_tracker_log_file_validation_enabled,alicloud_threat_detection_is_enabled; alicloud_actiontrail_log_file_validation_enabled,12
SI-5,"Security Alerts, Advisories, and Directives",High,manual,,,,,,,0
SI-5 (1),"Security Alerts, Advisories, and Directives | Automated Alerts and Advisories",High,manual,,,,,,,0
SI-6,Security and Privacy Function Verification,High,manual,,,,,,,0
SI-7,"Software, Firmware, and Information Integrity",High,manual,,,,,,,0
SI-7 (1),"Software, Firmware, and Information Integrity | Integrity Checks",High,manual,,,,,,,0
SI-7 (2),"Software, Firmware, and Information Integrity | Automated Notifications of Integrity Violations",High,manual,,,,,,,0
SI-7 (5),"Software, Firmware, and Information Integrity | Automated Response to Integrity Violations",High,manual,,,,,,,0
SI-7 (7),"Software, Firmware, and Information Integrity | Integration of Detection and Response",High,manual,,,,,,,0
SI-7 (15),"Software, Firmware, and Information Integrity | Code Authentication",High,manual,,,,,,,0
SI-8,Spam Protection,High,manual,,,,,,,0
SI-8 (2),Spam Protection | Automatic Updates,High,manual,,,,,,,0
SI-10,Information Input Validation,High,manual,,,,,,,0
SI-11,Error Handling,High,manual,,,,,,,0
SI-12,Information Management and Retention,High,manual,,,,,,,0
SI-16,Memory Protection,High,automated,aws_guardduty_guardduty_enabled; aws_guardduty_security_center_enabled; aws_guardduty_vulnerability_assessment_enabled,azure_security_center_guardduty_enabled; azure_security_center_security_center_enabled; azure_security_center_vulnerability_assessment_enabled,gcp_security_command_center_guardduty_enabled; gcp_security_command_center_security_center_enabled; gcp_security_command_center_vulnerability_assessment_enabled,oracle_cloud_guard_guardduty_enabled; oracle_cloud_guard_security_center_enabled; oracle_cloud_guard_vulnerability_assessment_enabled,ibm_security_advisor_guardduty_enabled; ibm_security_advisor_security_center_enabled; ibm_security_advisor_vulnerability_assessment_enabled,alicloud_threat_detection_guardduty_enabled; alicloud_threat_detection_security_center_enabled; alicloud_threat_detection_vulnerability_assessment_enabled,18
SR-1,Policy and Procedures,High,manual,,,,,,,0
SR-2,Supply Chain Risk Management Plan,High,manual,,,,,,,0
SR-2 (1),Supply Chain Risk Management Plan | Establish SCRM Team,High,manual,,,,,,,0
SR-3,Supply Chain Controls and Processes,High,manual,,,,,,,0
SR-5,"Acquisition Strategies, Tools, and Methods",High,manual,,,,,,,0
SR-6,Supplier Assessments and Reviews,High,manual,,,,,,,0
SR-8,Notification Agreements,High,manual,,,,,,,0
