rule_id,csp,service,resource,attribute,frameworks,framework_count,control_count,mapped_controls,suggested_intent
oci.compute.instance.backup_policy,oracle,compute,instance,backup_policy,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(2),PARTIAL: oci.compute.instance.backup_policy ||| verifies backup/recovery configuration exists but not full contingency plan orchestration
oci.compute.instance.baseline_image,oracle,compute,instance,baseline_image,CANADA_PBMM,1,1,CANADA_PBMM/CM-2(1),Check that Compute instances are launched from an approved baseline image.; (refined)
oci.compute.instance.boot_volume_encryption,oracle,compute,instance,boot_volume_encryption,CANADA_PBMM,1,1,CANADA_PBMM/CA-8(1),Check that OCI compute instances have encrypted boot volumes.
oci.compute.instance.fault_domain,oracle,compute,instance,fault_domain,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(6),Check Compute instances are distributed across fault domains for high availability
oci.compute.instance.image_baseline,oracle,compute,instance,image_baseline,CANADA_PBMM,1,1,CANADA_PBMM/CM-2(3),Check that Compute instances are launched from an approved baseline image.
oci.compute.instance.image_scan,oracle,compute,instance,image_scan,NIST_800_171,1,1,NIST_800_171/3.14.5,PARTIAL: oci.compute.instance.image_scan ||| verifies config exists for platform images but not custom images or real-time file scanning
oci.compute.instance.maintenance_behavior,oracle,compute,instance,maintenance_behavior,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(2),(refined)
oci.compute.instance.maintenance_policy,oracle,compute,instance,maintenance_policy,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(3),"PARTIAL: oci.compute.instance.maintenance_policy ||| verifies customer-managed maintenance window configuration exists, but nonlocal execution is managed by Or"
oci.compute.instance.management_agent,oracle,compute,instance,management_agent,CANADA_PBMM,1,1,CANADA_PBMM/SI-2(2),"PARTIAL: oci.compute.instance.management_agent ||| verifies OS Management Service agent is installed and configured for patching, but not patch execution state"
oci.compute.instance.namespace,oracle,compute,instance,namespace,CIS,1,1,CIS/5.6.1,(refined)
oci.compute.instance.patch_management,oracle,compute,instance,patch_management,CANADA_PBMM,1,1,CANADA_PBMM/SI-2(3),(refined)
oci.compute.instance.recovery_attributes,oracle,compute,instance,recovery_attributes,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(4),Check Compute instances have termination protection or are in an Instance Configuration for recovery.
oci.compute.instance.required_image,oracle,compute,instance,required_image,CANADA_PBMM,1,1,CANADA_PBMM/CM-7(5),Ensure compute instances are launched from approved platform images only.
oci.compute.instance.required_tags,oracle,compute,instance,required_tags,CANADA_PBMM,1,1,CANADA_PBMM/CM-6(1),Check that OCI compute instances have required tags for configuration management.
oci.compute.instance.time_sync,oracle,compute,instance,time_sync,PCI_DSS,1,1,PCI_DSS/10.6.1,Check if OCI compute instances are configured to use Oracle-provided NTP servers.; (refined)
oci.compute.volume.auto_terminate,oracle,compute,volume,auto_terminate,NIST_800_171,1,1,NIST_800_171/3.8.3,PARTIAL: oci.compute.volume.auto_terminate ||| verifies config exists for compute boot volumes but not for all storage types or procedural wipe execution
oci.core.security_list.ingress_egress,oracle,core,security_list,ingress_egress,CANADA_PBMM,1,1,CANADA_PBMM/AC-4(21),"Check that VCN Security List rules enforce allowed traffic flows (deny by default, explicit allow rules)."
oci.core.security_list.least_functionality,oracle,core,security_list,least_functionality,CANADA_PBMM,1,1,CANADA_PBMM/CM-7(1),"Check that VCN security list ingress rules are not overly permissive (e.g., source CIDR 0.0.0.0/0)."
oci.core.security_list.no_public_ingress,oracle,core,security_list,no_public_ingress,PCI_DSS,1,1,PCI_DSS/11.4.7,PARTIAL: oci.core.security_list.no_public_ingress ||| verifies network isolation but not penetration testing support process
oci.database.autonomous_database.backup_retention,oracle,database,autonomous_database,backup_retention,CANADA_PBMM,1,1,CANADA_PBMM/CP-10(2),Check Autonomous Database backup retention policy is configured
oci.database.autonomous_database.backup_retention_period,oracle,database,autonomous_database,backup_retention_period,CANADA_PBMM,1,1,CANADA_PBMM/CP-7(1),Check Autonomous Database backup retention period is configured
oci.database.connection.credentials_in_vault_configured,oracle,database,connection,credentials_in_vault_configured,CIS,1,1,CIS/12.3,(refined)
oci.disaster_recovery.dr_protection_group.config,oracle,disaster_recovery,dr_protection_group,config,CANADA_PBMM,1,1,CANADA_PBMM/CP-8(1),Check that OCI Disaster Recovery protection groups are configured for replication to a remote region.
oci.dns.zone.protection,oracle,dns,zone,protection,CANADA_PBMM,1,1,CANADA_PBMM/CP-8(3),(refined)
oci.events.rule.enabled,oracle,events,rule,enabled,NIST_800_171,1,1,NIST_800_171/3.7.4,PARTIAL: oci.events.rule.enabled ||| verifies logging for object storage events but not scanning of media content
oci.function.secrets_in_vault_configured,oracle,function,secrets_in_vault_configured,,CIS,1,1,CIS/12.3,(refined)
oci.functions.function.dynamic_group_least_privilege,oracle,functions,function,dynamic_group_least_privilege,CIS,1,1,CIS/12.4,(refined)
oci.iam.password_policy.minimum_password_length,oracle,iam,password_policy,minimum_password_length,CANADA_PBMM,1,1,CANADA_PBMM/SC-23(1),Ensure IAM password policy enforces a minimum password length to support session authenticity.
oci.iam.policy.custom_permissions,oracle,iam,policy,custom_permissions,CANADA_PBMM,1,1,CANADA_PBMM/SC-6,(refined)
oci.iam.policy.deny_maintenance_tools,oracle,iam,policy,deny_maintenance_tools,CANADA_PBMM,1,1,CANADA_PBMM/MA-3(2),Check IAM policies for statements denying maintenance tool usage.
oci.iam.policy.external_entities,oracle,iam,policy,external_entities,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(2),Check IAM policies for statements allowing unauthorized external entities.
oci.iam.policy.external_principals,oracle,iam,policy,external_principals,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(4),Check IAM policies for unauthorized external principals.
oci.iam.policy.policy_enabled,oracle,iam,policy,policy_enabled,CIS,1,1,CIS/5.4.4,(refined)
oci.iam.policy.statements.external_principals,oracle,iam,policy,statements.external_principals,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(5),Check IAM policy statements for unauthorized external principals.
oci.iam.policy.system_authenticated_non_default,oracle,iam,policy,system_authenticated_non_default,CIS,1,1,CIS/4.1.10,(refined)
oci.iam.policy.wildcard_action,oracle,iam,policy,wildcard_action,CIS,1,1,CIS/4.1.3,(refined)
oci.iam.service_account_token_volume_projection,oracle,iam,service_account_token_volume_projection,,CIS,1,1,CIS/6.6.5,(refined)
oci.iam.user.allow_customer_secret_keys,oracle,iam,user,allow_customer_secret_keys,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(9),Check that customer secret keys are not created for account management.
oci.iam.user.anonymous_auth_disabled,oracle,iam,user,anonymous_auth_disabled,CIS,1,1,CIS/3.2.1,(refined)
oci.iam.user.last_successful_login,oracle,iam,user,last_successful_login,CIS,1,1,CIS/1.5,(refined)
oci.iam.user.name,oracle,iam,user,name,NIST_800_171,1,1,NIST_800_171/3.5.1,Check that all IAM users are identified with a unique name.; (refined)
oci.iam.user.security_key_enforcement,oracle,iam,user,security_key_enforcement,CIS,1,1,CIS/1.3,(refined)
oci.iam.user.service_account_default_check,oracle,iam,user,service_account_default_check,CIS,1,1,CIS/4.1.5,(refined)
oci.identity.anonymous_auth_disabled,oracle,identity,anonymous_auth_disabled,,CIS,1,1,CIS/3.2.1,(refined)
oci.identity.dynamic_group.rules,oracle,identity,dynamic_group,rules,CIS,1,1,CIS/5.1.3,(refined)
oci.identity.dynamic_group.token_rules,oracle,identity,dynamic_group,token_rules,CIS,1,1,CIS/4.1.6,(refined)
oci.identity.group.restrict_user_access_features,oracle,identity,group,restrict_user_access_features,CIS,1,1,CIS/5.18,(refined)
oci.identity.namespace.default_not_used,oracle,identity,namespace,default_not_used,CIS,1,1,CIS/5.6.4,(refined)
oci.identity.password_policy.hide_feedback,oracle,identity,password_policy,hide_feedback,NIST_800_171,1,1,NIST_800_171/3.5.11,(refined)
oci.identity.password_policy.minimum_password_length,oracle,identity,password_policy,minimum_password_length,CANADA_PBMM,1,1,CANADA_PBMM/IA-2(8),Ensure IAM password policy enforces a minimum password length of 14 characters.
oci.identity.policy,oracle,identity,policy,,NIST_800_171,1,1,NIST_800_171/3.4.4,Check that IAM policies require approval for changes to critical resources via compartments or tags.
oci.identity.policy.change_control,oracle,identity,policy,change_control,CANADA_PBMM,1,1,CANADA_PBMM/CM-3(4),(refined)
oci.identity.policy.condition,oracle,identity,policy,condition,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(1),(refined)
oci.identity.policy.condition_ip,oracle,identity,policy,condition_ip,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(6),(refined)
oci.identity.policy.deny_maintenance_tools,oracle,identity,policy,deny_maintenance_tools,CANADA_PBMM,1,1,CANADA_PBMM/MA-3(1),(refined)
oci.identity.policy.external_entities,oracle,identity,policy,external_entities,CANADA_PBMM,1,1,CANADA_PBMM/AC-20(2),Check IAM policies for statements referencing external compartments or tenancies.
oci.identity.policy.external_principal,oracle,identity,policy,external_principal,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(1),Check IAM policies for statements allowing external entities.
oci.identity.policy.least_privilege,oracle,identity,policy,least_privilege,CIS,1,1,CIS/12.4,(refined)
oci.identity.policy.policy_conditions_used,oracle,identity,policy,policy_conditions_used,CIS,1,1,CIS/2.14,(refined)
oci.identity.policy.statement,oracle,identity,policy,statement,CANADA_PBMM,1,1,CANADA_PBMM/MA-3(3),(refined)
oci.identity.policy.statements,oracle,identity,policy,statements,CIS,1,1,CIS/5.1.3,(refined)
oci.identity.policy.statements.external_entities,oracle,identity,policy,statements.external_entities,CANADA_PBMM,1,1,CANADA_PBMM/AC-20(1),Check IAM policy statements for external OCI entities or compartments.
oci.identity.policy.token_actions,oracle,identity,policy,token_actions,CIS,1,1,CIS/4.1.6,(refined)
oci.identity.security.contact_information_configured,oracle,identity,security,contact_information_configured,CIS,1,1,CIS/1.3,(refined)
oci.identity.user.account_management_enabled,oracle,identity,user,account_management_enabled,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(1),(refined)
oci.identity.user.client_certificate.disabled,oracle,identity,user,client_certificate.disabled,CIS,1,1,CIS/3.1.1,(refined)
oci.identity.user.inactive_disable,oracle,identity,user,inactive_disable,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(5),PARTIAL: oci.identity.user.inactive_disable ||| OCI IAM supports local users; rule can verify inactivity policy but primary identity is often federated
oci.identity.user.namespace,oracle,identity,user,namespace,CIS,1,1,CIS/5.6.1,(refined)
oci.identity.user.password_policy.enforce_change,oracle,identity,user,password_policy.enforce_change,PCI_DSS,1,1,PCI_DSS/8.2.2,PARTIAL: oci.identity.user.password_policy.enforce_change ||| verifies password policy for IAM users exists but does not directly enforce shared credential use
oci.identity.user.service_account_default_check,oracle,identity,user,service_account_default_check,CIS,1,1,CIS/4.1.5,(refined)
oci.identity.user_settings.password_reset_notification_enabled,oracle,identity,user_settings,password_reset_notification_enabled,CIS,1,1,CIS/5.10,(refined)
oci.kms.key.key_manager,oracle,kms,key,key_manager,NIST_800_171,1,1,NIST_800_171/3.13.10,Check that each Vault key has a designated key manager (IAM policy) configured.
oci.kms.key.key_shape,oracle,kms,key,key_shape,CANADA_PBMM,1,1,CANADA_PBMM/SC-12(2),"Check that Vault keys have a defined key shape (algorithm, length) and management mode."
oci.kms.key.key_version,oracle,kms,key,key_version,CANADA_PBMM,1,1,CANADA_PBMM/SC-12(1),Check that OCI KMS keys are enabled and have key versions in an active state for cryptographic operations.
oci.kms.key.rotation_interval,oracle,kms,key,rotation_interval,CANADA_PBMM,1,1,CANADA_PBMM/SC-12(3),Check that Vault keys have a defined rotation interval configured.; (refined)
oci.kubernetes.cluster.admin_access_least_privilege,oracle,kubernetes,cluster,admin_access_least_privilege,CIS,1,1,CIS/4.1.1,(refined)
oci.kubernetes.node.config,oracle,kubernetes,node,config,CIS,1,1,CIS/3.1.4,PARTIAL: oci.kubernetes.node.config ||| May verify node pool security settings but cannot directly audit kubelet file ownership on managed nodes.
oci.load_balancer.policy.failoverwhataspectispartiale.g.verifiesconfigexistsbutnottestingexecution,oracle,load_balancer,policy,failoverwhataspectispartiale.g.verifiesconfigexistsbutnottestingexecution,CANADA_PBMM,1,1,CANADA_PBMM/CP-8(3),(refined)
oci.loadbalancer.listeners.tls_version,oracle,loadbalancer,listeners,tls_version,CIS,1,1,CIS/16.1,(refined)
oci.logging.log_group.retention_duration,oracle,logging,log_group,retention_duration,CANADA_PBMM,1,1,CANADA_PBMM/AU-8(1),Ensure Logging log groups have retention periods set to meet timestamp integrity requirements.
oci.network.security_list.restrict_default,oracle,network,security_list,restrict_default,CIS,1,1,CIS/5.4.4,(refined)
oci.network.vpn_connection.configuration,oracle,network,vpn_connection,configuration,NIST_800_171,1,1,NIST_800_171/3.13.7,"PARTIAL: oci.network.vpn_connection.configuration ||| verifies VPN connection configuration for split tunneling flags, but may not cover all client endpoint ty"
oci.object_storage.backup.bucket_configured,oracle,object_storage,backup,bucket_configured,SOC2,1,1,SOC2/A1.3,PARTIAL: oci.object_storage.backup.bucket_configured ||| verifies backup storage target exists but not testing execution
oci.object_storage.bucket.anonymous_auth_disabled,oracle,object_storage,bucket,anonymous_auth_disabled,CIS,1,1,CIS/3.2.1,(refined)
oci.object_storage.bucket.encryption_state,oracle,object_storage,bucket,encryption_state,CANADA_PBMM,1,1,CANADA_PBMM/SC-28(1),Check that Object Storage buckets have server-side encryption enabled.
oci.object_storage.bucket.policy.sas.linked.to.stored.access.policy,oracle,object_storage,bucket,policy.sas.linked.to.stored.access.policy,CIS,1,1,CIS/11.4,(refined)
oci.object_storage.bucket.ssl_only,oracle,object_storage,bucket,ssl_only,NIST_800_171,1,1,NIST_800_171/3.8.6,Check Object Storage buckets enforce SSL-only transport.
oci.object_storage.bucket.versioning.enabled,oracle,object_storage,bucket,versioning.enabled,SOC2,1,1,SOC2/PI1.5,Check that Object Storage buckets have versioning enabled to store items completely.
oci.object_storage.preauthenticated_request.allowed_protocols_https_only,oracle,object_storage,preauthenticated_request,allowed_protocols_https_only,CIS,1,1,CIS/2.1.1.1,(refined)
oci.objectstorage.bucket.cross.tenancy.replication.disabled,oracle,objectstorage,bucket,cross.tenancy.replication.disabled,CIS,1,1,CIS/9.3.7,(refined)
oci.objectstorage.bucket.namespace,oracle,objectstorage,bucket,namespace,CIS,1,1,CIS/5.6.1,(refined)
oci.objectstorage.bucket.tls_version,oracle,objectstorage,bucket,tls_version,CANADA_PBMM,1,1,CANADA_PBMM/SC-8(1),Check that Object Storage buckets require TLS 1.2 or higher.
oci.objectstorage.buckets.https_only,oracle,objectstorage,buckets,https_only,CIS,1,1,CIS/16.1,(refined)
oci.objectstorage.presigned.stored.policy,oracle,objectstorage,presigned,stored.policy,CIS,1,1,CIS/18.2,(refined)
oci.oke.cluster.authorization_modeverifiesconfigexistsbutnottestingexecution,oracle,oke,cluster,authorization_modeverifiesconfigexistsbutnottestingexecution,CIS,1,1,CIS/3.2.2,(refined)
oci.oke.cluster.namespace_default,oracle,oke,cluster,namespace_default,CIS,1,1,CIS/4.6.4,(refined)
oci.oke.cluster.node_pool,oracle,oke,cluster,node_pool,CIS,1,1,CIS/3.1.3,PARTIAL: oci.oke.cluster.node_pool ||| verifies node pool configuration but not direct file permissions on underlying host
oci.oke.cluster.pod_security_policy,oracle,oke,cluster,pod_security_policy,CIS,1,1,CIS/5.2.2,(refined)
oci.oke.cluster.rbac_enabled,oracle,oke,cluster,rbac_enabled,CIS,1,1,CIS/5.8.2,PARTIAL: oci.oke.cluster.rbac_enabled ||| verifies RBAC is enabled but not specific IAM group integration
oci.oke.network_policy_enabled,oracle,oke,network_policy_enabled,,CIS,1,1,CIS/4.3.2,PARTIAL: oci.oke.network_policy_enabled ||| verifies cluster-level network policy configuration but not namespace-specific policies
