rule_a,rule_b,csp,rule_type,decision,winner,reason
ibm.openshift.kubelet.cipher_check,ibm.openshift.kubelet.tls_configuration_check,ibm,config,DIFFERENT,B,"Rule A checks cryptographic cipher strength, while rule B checks TLS certificate and key file configuration."
ibm.openshift.kubelet.conf_permissions_check,ibm.openshift.node.kubelet_conf_ownership_check,ibm,config,DIFFERENT,A,"Rule A checks file permissions, while rule B checks file ownership, which are distinct security controls."
ibm.openshift.kubelet.config_file_ownership_check,ibm.openshift.kubelet.service_file_ownership_check,ibm,config,DIFFERENT,A,"Rule A checks the kubelet configuration file ownership, while rule B checks the kubelet service file ownership; these are different files."
ibm.openshift.kubelet.config_file_ownership_check,ibm.openshift.node.kubelet_conf_ownership_check,ibm,config,SAME,B,"Both check ownership of the kubelet configuration file, but rule B's name is more specific by including ""--kubeconfig kubelet.conf""."
ibm.openshift.kubelet.config_file_ownership_check,ibm.openshift.scheduler.file_ownership_check,ibm,config,DIFFERENT,A,"Rule A checks ownership for the kubelet configuration file, while rule B checks for the scheduler pod specification file; different components."
ibm.openshift.kubelet.service_file_ownership_check,ibm.openshift.node.kubelet_conf_ownership_check,ibm,config,DIFFERENT,A,"Rule A checks the kubelet service file ownership, while rule B checks the kubelet configuration file (kubelet.conf) ownership; different files."
ibm.openshift.kubelet.service_file_ownership_check,ibm.openshift.scheduler.file_ownership_check,ibm,config,DIFFERENT,A,"Rule A checks ownership for the kubelet service file, while rule B checks for the scheduler pod specification file; different components."
ibm.openshift.kubelet.tls_configuration_check,ibm.openshift.vlan.configuration_check,ibm,config,DIFFERENT,A,"Rule A checks TLS certificate configuration for kubelet, while rule B checks network segmentation using VLANs; completely different security aspects."
ibm.openshift.networkpolicy.check,ibm.openshift.networkpolicy.cni_support_check,ibm,config,DIFFERENT,A,"Rule A checks for the use of multi-network policies, while rule B checks CNI support for network policies; one is a deployment practice, the other a capability check."
ibm.openshift.pki.certificate_permissions_check,ibm.openshift.pki.keyfile_permissions_check,ibm,config,DIFFERENT,A,Certificate file permissions and key file permissions are distinct security objects with separate checks.
ibm.openshift.scc.capabilities_check,ibm.openshift.scc.capabilities_minimized,ibm,config,SAME,B,"Both rules aim to minimize containers with added capabilities, with B's description being more precise."
ibm.openshift.scc.host_ipc_restriction,ibm.openshift.scc.host_pid_restriction_enabled,ibm,config,DIFFERENT,A,Host IPC namespace and host PID namespace are distinct isolation mechanisms requiring separate checks.
ibm.postgresql.flexible.server_log_checkpoints_on,ibm.postgresql.flexible.server_log_connections_on,ibm,config,DIFFERENT,A,Logging checkpoints and logging connections are different PostgreSQL logging settings.
ibm.postgresql.flexible.server_log_checkpoints_on,ibm.postgresql.flexible.server_log_disconnections_on,ibm,config,DIFFERENT,A,Logging checkpoints and logging disconnections are different PostgreSQL logging settings.
ibm.postgresql.flexible.server_log_connections_on,ibm.postgresql.flexible.server_log_disconnections_on,ibm,config,DIFFERENT,A,Logging connections and logging disconnections are different PostgreSQL logging settings.
ibm.s3.bucket.metrics_enabled,ibm.s3.bucket.replication_enabled,ibm,config,DIFFERENT,A,Bucket metrics for monitoring and bucket replication for disaster recovery are distinct functions.
ibm.sagemaker.models.vpc_settings_configured,ibm.sagemaker.notebook.instance_vpc_settings_configured,ibm,config,DIFFERENT,A,SageMaker model VPC settings and notebook instance VPC settings are different resource configurations.
ibm.sagemaker.models.vpc_settings_configured,ibm.sagemaker.training.jobs_vpc_settings_configured,ibm,config,SAME,A,"Both check VPC settings for SageMaker models and training jobs, but A is more general."
ibm.sagemaker.notebook.instance_vpc_settings_configured,ibm.sagemaker.training.jobs_vpc_settings_configured,ibm,config,DIFFERENT,A,"A checks VPC settings for notebook instances, B checks for training jobs; different SageMaker components."
ibm.sagemaker.training.jobs_intercontainer_encryption_enabled,ibm.sagemaker.training.jobs_volume_and_output_encryption_enabled,ibm,config,DIFFERENT,A,"A checks inter-container encryption during training, B checks volume and output encryption; distinct encryption scopes."
ibm.vsi.ebs.public_snapshot,ibm.vsi.ebs.snapshot_account_block_public_access,ibm,config,DIFFERENT,A,"A checks for public snapshots, B checks if account blocks public access; different security controls."
ibm.vsi.ebs.snapshots_encrypted,ibm.vsi.ebs.volume_snapshots_exists,ibm,config,DIFFERENT,A,"A checks if snapshots are encrypted, B checks if snapshots exist; encryption vs. existence."
ibm.vsi.instance.account_imdsv2_enabled,ibm.vsi.instance.imdsv2_enabled,ibm,config,SAME,B,"Both check IMDSv2 enablement, but B is more specific to the instance level."
ibm.vsi.instance.detailed_monitoring_enabled,ibm.vsi.instance.imdsv2_enabled,ibm,config,DIFFERENT,A,"A checks detailed monitoring, B checks IMDSv2 enablement; different security aspects."
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_cifs_exposed_to_internet,ibm,config,DIFFERENT,A,"A checks Cassandra port exposure, B checks CIFS port exposure; different protocols and vulnerabilities."
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_elasticsearch_kibana_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of Cassandra vs. Elasticsearch/Kibana, which are distinct services with different security risks."
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_ftp_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of Cassandra vs. FTP, which are distinct services with different protocols and security implications."
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_kafka_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of Cassandra vs. Kafka, which are distinct services (database vs. streaming platform) with different security profiles."
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_kerberos_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of Cassandra vs. Kerberos, which are distinct services (database vs. authentication protocol) with different exposure risks."
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_ldap_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of Cassandra vs. LDAP, which are distinct services (database vs. directory service) with different security concerns."
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_memcached_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of Cassandra vs. Memcached, which are distinct services (database vs. caching system) with different vulnerabilities."
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_mongodb_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of Cassandra vs. MongoDB, which are distinct database services with different default security configurations."
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_mysql_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of Cassandra vs. MySQL, which are distinct database services with different ports and attack vectors."
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_oracle_exposed_to_internet,ibm,config,DIFFERENT,A,Checks exposure of different database ports: Cassandra vs. Oracle.
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_postgresql_exposed_to_internet,ibm,config,DIFFERENT,A,Checks exposure of different database ports: Cassandra vs. PostgreSQL.
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_rdp_exposed_to_internet,ibm,config,DIFFERENT,A,Checks exposure of different service ports: database (Cassandra) vs. remote access (RDP).
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_redis_exposed_to_internet,ibm,config,DIFFERENT,A,Checks exposure of different database ports: Cassandra vs. Redis.
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_sqlserver_exposed_to_internet,ibm,config,DIFFERENT,A,Checks exposure of different database ports: Cassandra vs. SQL Server.
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_ssh_exposed_to_internet,ibm,config,DIFFERENT,A,Checks exposure of different service ports: database (Cassandra) vs. remote access (SSH).
ibm.vsi.instance.port_cassandra_exposed_to_internet,ibm.vsi.instance.port_telnet_exposed_to_internet,ibm,config,DIFFERENT,A,Checks exposure of different service ports: database (Cassandra) vs. insecure remote access (Telnet).
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_elasticsearch_kibana_exposed_to_internet,ibm,config,DIFFERENT,A,Checks exposure of different service ports: file sharing (CIFS) vs. analytics/visualization (Elasticsearch/Kibana).
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_ftp_exposed_to_internet,ibm,config,DIFFERENT,A,CIFS and FTP are distinct protocols with different security implications and default ports.
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_kafka_exposed_to_internet,ibm,config,DIFFERENT,A,CIFS and Kafka are distinct protocols with different security implications and default ports.
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_kerberos_exposed_to_internet,ibm,config,DIFFERENT,A,CIFS and Kerberos are distinct protocols with different security implications and default ports.
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_ldap_exposed_to_internet,ibm,config,DIFFERENT,A,CIFS and LDAP are distinct protocols with different security implications and default ports.
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_memcached_exposed_to_internet,ibm,config,DIFFERENT,A,CIFS and Memcached are distinct protocols with different security implications and default ports.
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_mongodb_exposed_to_internet,ibm,config,DIFFERENT,A,CIFS and MongoDB are distinct protocols with different security implications and default ports.
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_mysql_exposed_to_internet,ibm,config,DIFFERENT,A,CIFS and MySQL are distinct protocols with different security implications and default ports.
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_oracle_exposed_to_internet,ibm,config,DIFFERENT,A,CIFS and Oracle are distinct protocols with different security implications and default ports.
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_postgresql_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of CIFS vs PostgreSQL, which are distinct services with different security risks."
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_rdp_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of CIFS vs RDP, which are distinct services with different security risks."
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_redis_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of CIFS vs Redis, which are distinct services with different security risks."
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_sqlserver_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of CIFS vs SQL Server, which are distinct services with different security risks."
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_ssh_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of CIFS vs SSH, which are distinct services with different security risks."
ibm.vsi.instance.port_cifs_exposed_to_internet,ibm.vsi.instance.port_telnet_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of CIFS vs Telnet, which are distinct services with different security risks."
ibm.vsi.instance.port_elasticsearch_kibana_exposed_to_internet,ibm.vsi.instance.port_ftp_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of Elasticsearch/Kibana vs FTP, which are distinct services with different security risks."
ibm.vsi.instance.port_elasticsearch_kibana_exposed_to_internet,ibm.vsi.instance.port_kafka_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of Elasticsearch/Kibana vs Kafka, which are distinct services with different security risks."
ibm.vsi.instance.port_elasticsearch_kibana_exposed_to_internet,ibm.vsi.instance.port_kerberos_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of Elasticsearch/Kibana vs. Kerberos, which are distinct services with different security risks."
ibm.vsi.instance.port_elasticsearch_kibana_exposed_to_internet,ibm.vsi.instance.port_ldap_exposed_to_internet,ibm,config,DIFFERENT,A,"Checks exposure of Elasticsearch/Kibana vs. LDAP, which are distinct services with different security risks."
