rule_id,provider,complexity,severity,rule_type,controls_unlocked,frameworks_unlocked,framework_sample,control_sample
aws.ec2.activity_log.create_vpc_endpoint,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.ec2.activity_log.import_image,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.ec2.activity_log.modify_network_interface,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.ec2.activity_log.run_instances,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.ec2.audit.log_config_change,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.ecs.activity_log.privileged_container_launch,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.elb.audit.modify_load_balancer_attributes,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.guardduty.audit.disable,aws,L6_CIEM_EVENT,HIGH,ciem,0,0,,
aws.guardduty.audit.suspend,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.iam.activity_log.assume_role_high_privilege,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.iam.activity_log.console_login_followed_by_disable,aws,L6_CIEM_EVENT,HIGH,ciem,0,0,,
aws.iam.activity_log.failed_auth_attempts,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.iam.activity_log.replay_attempt,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.iam.activity_log.role_assignment_modify,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.iam.audit.user_access_review_override,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.securityhub.activity_log.disable,aws,L6_CIEM_EVENT,HIGH,ciem,0,0,,
aws.ssm.audit.send_command,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.aad.activity_log.bypass_mfa,azure,L6_CIEM_EVENT,HIGH,ciem,0,0,,
azure.aad.activity_log.disable_mfa,azure,L6_CIEM_EVENT,HIGH,ciem,0,0,,
azure.aad.activity_log.emergency_access,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.aad.activity_log.privileged_signin,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.aad.activity_log.replay_token,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.aad.activity_log.signin_failure_series,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.aad.activity_log.signin_risk,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.aad.audit.conditional_access_bypass,azure,L6_CIEM_EVENT,HIGH,ciem,0,0,,
azure.aad.audit.credential_add,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.aad.audit.directory_change,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.aad.audit.privileged_role_activation,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.aad.audit.signin_chain_evasion,azure,L6_CIEM_EVENT,HIGH,ciem,0,0,,
azure.aad.audit.signin_risk,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.aad.audit.user_access_review_bypass,azure,L6_CIEM_EVENT,HIGH,ciem,0,0,,
azure.appgateway.audit.modify_ssl_policy,azure,L6_CIEM_EVENT,HIGH,ciem,0,0,,
azure.authorization.audit.role_assignment_chain,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.automation.activity_log.create_runbook,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.automation.audit.runbook_start,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.communication.audit.create_voip_resource,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.compute.activity_log.create_vm,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.compute.activity_log.runcommand,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.compute.audit.rdp_session_anomaly,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.compute.audit.vm_login_by_privileged,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.monitor.activity_log.audit_gap_detection,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.monitor.activity_log.bypass_just_in_time,azure,L6_CIEM_EVENT,HIGH,ciem,0,0,,
azure.monitor.activity_log.timestamp_anomaly,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.monitor.audit.brute_force_pattern,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.monitor.audit.delete_log_profile,azure,L6_CIEM_EVENT,HIGH,ciem,0,0,,
azure.network.activity_log.modify_security_rule,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.pim.activity_log.role_activate,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.policy.activity_log.exemption_creation,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.rbac.audit.role_assignment,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.resource.audit.elevated_access,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.resources.audit.profile_edit,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.securitycenter.activity_log.alert_suppression,azure,L6_CIEM_EVENT,HIGH,ciem,0,0,,
azure.securitycenter.audit.disable_va,azure,L6_CIEM_EVENT,HIGH,ciem,0,0,,
azure.securitycenter.audit.log_manipulation,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
azure.securitycenter.audit.security_solution_delete,azure,L6_CIEM_EVENT,HIGH,ciem,0,0,,
azure.storage.audit.delete_blob,azure,L6_CIEM_EVENT,HIGH,ciem,0,0,,
azure.web.audit.deploy_code,azure,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.cloudasset.activity_log.export_delete,gcp,L6_CIEM_EVENT,HIGH,ciem,0,0,,
gcp.cloudrun.audit.privileged_revision,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.compute.activity_log.create_firewall_voip,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.compute.activity_log.delete_disk,gcp,L6_CIEM_EVENT,HIGH,ciem,0,0,,
gcp.compute.activity_log.insert,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.compute.activity_log.set_ntp_config,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.compute.activity_log.ssh_invocation,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.compute.audit.instance_creation_without_integrity,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.compute.audit.instance_metadata_privilege_enable,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.compute.audit.os_login_by_service_account,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.compute.audit.ssh_session_chain,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.contactcenterinsights.audit.create_analysis,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.iam.activity_log.anomaly,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.iam.activity_log.bucket_perm_change,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.iam.activity_log.delete_policy,gcp,L6_CIEM_EVENT,HIGH,ciem,0,0,,
gcp.iam.activity_log.disable_2sv,gcp,L6_CIEM_EVENT,HIGH,ciem,0,0,,
gcp.iam.activity_log.disable_audit,gcp,L6_CIEM_EVENT,HIGH,ciem,0,0,,
gcp.iam.activity_log.replay_detection,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.iam.activity_log.role_binding_update,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.iam.audit.service_account_key_after_review,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.loadbalancing.audit.update_url_map,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.logging.audit.log_entry_tampering,gcp,L6_CIEM_EVENT,HIGH,ciem,0,0,,
gcp.securitycenter.activity_log.finding_state_change,gcp,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
gcp.securitycenter.audit.disable,gcp,L6_CIEM_EVENT,HIGH,ciem,0,0,,
gcp.securitycenter.audit.event_threat_detection_disable,gcp,L6_CIEM_EVENT,HIGH,ciem,0,0,,
ibm.iam.activity_log.replay_auth,ibm,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
ibm.iam.audit.serviceid_privilege_reversion,ibm,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
ibm.is.audit.virtual_server_login,ibm,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
ibm.is.vpc.audit_instance_ssh,ibm,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
ibm.schematics.audit.workspace_variable_modify,ibm,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
ibm.security_advisor.audit.notification_channel_remove,ibm,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
k8s.audit.activity_log.cluster_admin_evasion,k8s,L6_CIEM_EVENT,HIGH,ciem,0,0,,
k8s.audit.activity_log.disabled,k8s,L6_CIEM_EVENT,HIGH,ciem,0,0,,
k8s.audit.activity_log.privileged_pod_chain,k8s,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
k8s.audit.privileged_container_create,k8s,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
k8s.falco.audit.disable,k8s,L6_CIEM_EVENT,HIGH,ciem,0,0,,
k8s.jobs.audit.create,k8s,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
k8s.network.activity_log.update_network_policy,k8s,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
k8s.pod.audit.disable_security_context,k8s,L6_CIEM_EVENT,HIGH,ciem,0,0,,
k8s.pods.audit.create,k8s,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
k8s.rbac.audit.escalate_malware_pod,k8s,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
k8s.rbac.audit.escalate_malware_scan,k8s,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
k8s.rbac.audit.modify_role,k8s,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
k8s.rbac.audit.privileged_exec,k8s,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.announcements.audit.create_broadcast,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.audit.activity_log.anomalous_access,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.audit.activity_log.compartment_delete,oracle,L6_CIEM_EVENT,HIGH,ciem,0,0,,
oci.audit.service.retention_breach,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.cloudguard.activity_log.target_detector_recipe_detach,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.compute.activity_log.create_security_list_voip,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.compute.activity_log.instance_console,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.compute.activity_log.launch_instance,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.core.activity_log.security_list_change,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.events.audit.delete_rule,oracle,L6_CIEM_EVENT,HIGH,ciem,0,0,,
oci.events.audit.log_disable,oracle,L6_CIEM_EVENT,HIGH,ciem,0,0,,
oci.functions.audit.create_function,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.functions.audit.policy_update,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.iam.audit.admin_bypass,oracle,L6_CIEM_EVENT,HIGH,ciem,0,0,,
oci.iam.audit.policy_attachment_admin,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.iam.audit.user_capability,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.identity.audit.api_key_upload,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.identity.audit.auth_policy_change,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.identity.audit.policy_attachment_admin,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.identity.audit.replay_attempt,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.identity.audit.update_customer_secret_key,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.identity.audit.user_capability_change,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.identity.audit.user_capability_reactivation,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.identity.audit.user_group_change,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.network.activity_log.update_seclist,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.osmanagement.audit.software_install,oracle,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
oci.vulnerabilityscanning.audit.disable_scan,oracle,L6_CIEM_EVENT,HIGH,ciem,0,0,,
alicloud.actiontrail.chain.log_suppression,alicloud,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
alicloud.actiontrail.chain.privilege_abuse,alicloud,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
alicloud.actiontrail.chain.ram_policy_evasion,alicloud,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
alicloud.actiontrail.chain.replay_anomaly,alicloud,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
alicloud.actiontrail.chain.tamper_pattern,alicloud,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
alicloud.ecs.chain.privileged_login_session,alicloud,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
alicloud.ecs.chain.ssh_tunnel_activity,alicloud,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
alicloud.oss.chain.log_lifecycle,alicloud,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
alicloud.oss.chain.log_tamper,alicloud,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
alicloud.ram.chain.log_tamper,alicloud,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
aws.cloudtrail.chain.privilege_retention_evasion,aws,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
aws.cloudtrail.chain.replay_auth_anomaly,aws,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
aws.iam.chain.guest_to_privileged,aws,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
aws.iam.chain.role_assignment_evasion,aws,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
azure.defender.chain.easm_disable,azure,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
azure.monitor.chain.elevation_then_resource_modify,azure,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
azure.monitor.chain.log_export_disruption,azure,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
azure.monitor.chain.log_removal,azure,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
azure.monitor.chain.log_suppression,azure,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
azure.monitor.chain.logprofile_evasion,azure,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
azure.monitor.chain.privilege_escalation,azure,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
azure.monitor.chain.privileged_evasion,azure,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
azure.monitor.chain.replay_sequence,azure,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
azure.monitor.chain.role_assignment_persistence,azure,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
azure.securitycenter.chain.anomaly_pattern,azure,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
azure.securitycenter.chain.disable_alerts,azure,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
gcp.cloudaudit.chain.project_role_evasion,gcp,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
gcp.cloudaudit.chain.replay_behavior,gcp,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
gcp.cloudfunctions.chain.identity_escalation,gcp,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
gcp.iam.chain.role_binding_anomaly,gcp,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
gcp.logging.chain.log_export_disruption,gcp,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
gcp.logging.chain.sink_bypass,gcp,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
gcp.logging.chain.sink_route_delete,gcp,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
ibm.activity_tracker.chain.access_group_evasion,ibm,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
ibm.activity_tracker.chain.replay_sequence,ibm,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.admission.chain.disable_opa_policies,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.admission.chain.privilege_escalation,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.api.chain.audit_policy_evasion,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.api.chain.proxy_to_pod,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.apiserver.chain.escalation_pattern,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.config_change,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.configmap_sensitive_access,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.delete_logs,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.disable_audit_logging,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.escalation,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.log_suppression,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.policy_delete_pod,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.policy_deletion_evasion,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.privileged_pod_escape,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.privileged_pod_exec,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.privileged_pod_logs_delete,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.replay_credential_use,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.secret_access_then_audit_policy_patch,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.serviceaccount_privilege_escalation,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.audit.chain.serviceaccount_token_mount,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.chain.defense_evasion,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.fluentd.chain.log_evasion,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.network.chain.block_scanner,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.network.chain.modify_network_policy,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.rbac.chain.persistence_pattern,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.rbac.chain.rolebinding_escalation,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
k8s.serviceaccount.chain.privileged_pod,k8s,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.audit.chain.admin_session,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.audit.chain.auth_replay_pattern,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.audit.chain.compartment_bypass,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.audit.chain.config_change_by_new_api_session,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.audit.chain.config_change_then_event_rule_delete,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.audit.chain.defense_evasion,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.audit.chain.group_membership_change,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.audit.chain.log_export_disable,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.audit.chain.retention_evasion,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.audit.chain.vcn_flow_log_disable,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.chain.retention_bypass,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.compute.chain.instance_privileged_access,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.compute.chain.session_persistence,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.events.chain.log_tamper,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.events.chain.policy_bypass,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.iam.chain.credential_theft,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.iam.chain.policy_assignment_evasion,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.iam.chain.privilege_escalation,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.identity.chain.admin_session_sequence,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.identity.chain.defense_evasion,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.objectstorage.chain.log_alteration,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
oci.vulnerabilityscanning.chain.config_change,oracle,L7_CIEM_CHAIN,HIGH,ciem,0,0,,
