unique_id,control_id,source,title,final_approach,original_approach,review_validation,technical_accuracy_score,confidence_level,program_name,review_recommendation
3.3.3__ensure-secure-icmp-redirects-are-not-accepted,3.3.3,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure secure ICMP redirects are not accepted,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- **Modify:** Correct the SSH access instructions and suggest automation options using Azure Automation or DevOps for repeated compliance checks. Re-classify the approach to indicate potential for aut
2.2.4__ensure-a-print-server-is-not-installed,2.2.4,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure a print server is not installed,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Re-classify
5.2.6__ensure-'cross-region-restore'-is-set-to-'enabled'-on-recovery-services-vaults,5.2.6,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure 'Cross Region Restore' is set to 'Enabled' on Recovery Services vaults,Automated,Automated,AGREE,8,HIGH,azure_recovery_services_cross_region_restore_enabled,"Keep as-is  
- The current assessment is well-structured and technically sound. The automated approach is appropriate for this compliance control, leveraging Azure's API capabilities effectively. Mino"
6.2.1__ensure-that-'trusted-locations'-are-defined,6.2.1,"When configuring Named locations, the organization can create locations using Geographical location data or by defining source IP addresses or ranges. Configuring Named locations using a Country location does not provide the organization the ability to mark those locations as trusted, and any Conditional Access policy relying on those Countries location setting will not be able to use the All trusted locations setting within the Conditional Access policy. They instead will have to rely on the Select locations setting. This may add additional resource requirements when configuring and will require thorough organizational testing. In general, Conditional Access policies may completely prevent users from authenticating to Microsoft Entra ID, and thorough testing is recommended. To avoid complete lockout, a 'Break Glass' account with full Global Administrator rights is recommended in the event all other administrators are locked out of authenticating to Microsoft Entra ID. This 'Break Glass' account should be excluded from Conditional Access Policies and should be configured with the longest pass phrase feasible in addition to a FIDO2 security key or certificate kept in a very secure physical location. This account should only be used in the event of an emergency and complete administrator lockout. NOTE: Starting July 2024, Microsoft will begin requiring MFA for All Users - including Break Glass Accounts. By the end of October 2024, this requirement will be enforced. Physical FIDO2 security keys, or a certificate kept on secure removable storage can fulfill this MFA requirement. If opting for a physical device, that device should be kept in a very secure, documented physical location.",Ensure that 'trusted locations' are defined,Automated,Automated,Unknown,0,HIGH,azure_encryption_conditional_access_trusted_locations_verified,
8.4__ensure-that-http(s)-access-from-the-internet-is-evaluated-and-restricted,8.4,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that HTTP(S) access from the Internet is evaluated and restricted,Automated,Automated,AGREE,8,HIGH,azure_network_nsg_http_access_restricted,Modify
6.2.5__ensure-that-multifactor-authentication-is-required-for-risky-sign-ins,6.2.5,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that multifactor authentication is required for risky sign-ins,Automated,Automated,AGREE,9,HIGH,azure_entra_conditional_access_mfa_required,Modify
3.1.4__ensure-that-users-and-groups-are-synced-from-microsoft-entra-id-to-azure-databricks,3.1.4,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that users and groups are synced from Microsoft Entra ID to Azure Databricks,Automated,Automated,AGREE,8,HIGH,azure_databricks_scim_provisioning_enabled,"Modify
- While the overall approach is sound, I recommend enhancing the assessment with more detailed instructions on verifying synchronization logs and user/group mappings. This would improve the com"
2.5__ensure-that-'system-assigned-managed-identity'-is-set-to-'on',2.5,1. https://learn.microsoft.com/en-us/azure/azure-cache-for-redis/cache-managed- identity,Ensure that 'System Assigned Managed Identity' is set to 'On',Automated,Automated,AGREE,9,HIGH,azure_redis_system_assigned_identity_enabled,- Modify: Update the program name for better clarity and consistency. Ensure the API version is the latest and include error handling in the automation script. These improvements will enhance the robu
5.3.2__ensure-re-authentication-for-privilege-escalation-is-not-disabled-globally,5.3.2,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure re-authentication for privilege escalation is not disabled globally,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
11.2__ensure-that-shared-access-signature-(sas)-tokens-expire-within-an-hour,11.2,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure that shared access signature (SAS) tokens expire within an hour,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,Modify
6.3__ensure-server-parameter-'audit_log_enabled'-is-set-to-'on'-for-mysql-database-server,6.3,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure server parameter 'audit_log_enabled' is set to 'ON' for MySQL Database Server,Automated,Automated,AGREE,8,HIGH,azure_mysql_audit_logs_enabled,Modify
6.3.1__ensure-that-azure-admin-accounts-are-not-used-for-daily-operations,6.3.1,1. https://learn.microsoft.com/en-us/security/privileged-access-workstations/critical- impact-accounts,Ensure that Azure admin accounts are not used for daily operations,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,Modify
17.2.3__ensure-default-network-access-rule-for-storage-accounts-is-set-to-deny,17.2.3,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure Default Network Access Rule for Storage Accounts is Set to Deny,Automated,Automated,AGREE,8,HIGH,azure_storage_account_default_network_access_rule_set_to_deny,"- **Modify:** Update the program name to better reflect the action being performed, such as `azure_storage_account_check_default_network_access_rule`.
- **Keep as-is:** The overall approach and techni"
10.3.8__ensure-'cross-tenant-replication'-is-not-enabled,10.3.8,1. https://learn.microsoft.com/en-us/azure/storage/blobs/object-replication-prevent- cross-tenant-policies?tabs=portal,Ensure 'Cross Tenant Replication' is not enabled,Automated,Automated,Unknown,0,HIGH,azure_storage_account_cross_tenant_replication_disabled,
4.5.1__prefer-using-secrets-as-files-over-secrets-as-environment-variables,4.5.1,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Prefer using secrets as files over secrets as environment variables,Automated,Automated,Unknown,0,MEDIUM,azure_aks_secrets_preference_verified,
2.9__ensure-app-service-environment-has-tls-1.0-and-1.1-disabled,2.9,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure App Service Environment has TLS 1.0 and 1.1 disabled,Automated,Automated,AGREE,9,HIGH,azure_app_service_environment_tls_disabled,Keep as-is
2.3.8__ensure-end-to-end-tls-encryption-is-enabled,2.3.8,,Ensure end-to-end TLS encryption is enabled,Automated (Verify),Automated,PARTIALLY_AGREE,4,MEDIUM,azure_function_app_end_to_end_tls_encryption_enabled,- Modify: Update the assessment to target the correct property (`httpsOnly`) for Azure Function Apps. Ensure that the automation script accurately reflects the security intent of ensuring end-to-end T
2.1.8__ensure-'minimum-inbound-tls-version'-is-set-to-'1.2'-or-higher,2.1.8,,Ensure 'Minimum Inbound TLS Version' is set to '1.2' or higher,Automated,Automated,Unknown,0,HIGH,azure_app_service_minimum_tls_version_verified,
5.4.2__ensure-clusters-are-created-with-private-endpoint-enabled-and-public-access-disabled,5.4.2,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Ensure clusters are created with Private Endpoint Enabled and Public Access Disabled,Automated,Automated,AGREE,9,HIGH,azure_aks_private_endpoint_enabled_public_access_disabled,Keep as-is
5.5.4__ensure-default-user-umask-is-027-or-more-restrictive,5.5.4,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure default user umask is 027 or more restrictive,Manual,Manual,Unknown,0,MEDIUM,,
2.2.17__ensure-mail-transfer-agent-is-configured-for-local-only-mode,2.2.17,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure mail transfer agent is configured for local-only mode,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- **Modify:** Enhance the assessment by incorporating automation scripts for retrieving and executing checks on AKS nodes. Verify the MTA type before proceeding with configuration checks. Consider int
1.1.4__disable-automounting,1.1.4,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Disable Automounting,Manual (Under Review),Manual,DISAGREE,7,MEDIUM,,Modify
10.1__ensure-that-'auditing'-is-set-to-'on',10.1,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure that 'Auditing' is set to 'On',Automated,Automated,AGREE,8,HIGH,azure_sql_server_auditing_enabled,- Modify: Enhance the automation details to include checks for database-level auditing using `Get-AzSqlDatabaseAudit` and ensure that the auditing configuration meets specific organizational requireme
5.2.7__ensure-'cross-subscription-restore'-is-set-to-'disabled'-or-'permanently-disabled'-on-recovery-services-vaults,5.2.7,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure 'Cross Subscription Restore' is set to 'Disabled' or 'Permanently Disabled' on Recovery Services vaults,Automated,Automated,AGREE,9,HIGH,azure_backup_recovery_services_vault_cross_subscription_restore_disabled,"- **Modify:** Update the program name to `azure_backup_vault_cross_subscription_restore_disabled` for consistency and clarity.
- Ensure that the automation script includes error handling and proper do"
5.1.5__ensure-permissions-on-_etc_cron.weekly-are-configured,5.1.5,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure permissions on /etc/cron.weekly are configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,"- **Re-classify:** Modify the approach to consider automation possibilities using Azure Automation or Azure Functions, and explore alternative methods such as using Kubernetes DaemonSets for complianc"
9.1.13__ensure-'additional-email-addresses'-is-configured-with-a-security-contact-email,9.1.13,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure 'Additional email addresses' is Configured with a Security Contact Email,Automated,Automated,AGREE,7,HIGH,azure_security_security_contact_email_addresses_configured,"- **Modify:** Simplify the Azure CLI command for better readability and maintainability. Ensure the API version is up-to-date and include email format validation in the pass/fail criteria.
- The autom"
2.2.1__ensure-xinetd-is-not-installed,2.2.1,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure xinetd is not installed,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,- **Modify:** Transition from a manual approach to an automated one by leveraging Azure Policy and Azure Monitor. Define a policy to audit the presence of xinetd on AKS nodes and set up alerts for non
3.3__use-entra-id-client-authentication-and-azure-rbac-where-possible.,3.3,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Use Entra ID Client Authentication and Azure RBAC where possible.,Automated,Automated,AGREE,9,HIGH,azure_cosmosdb_client_authentication_enforced,"- **Modify:** Update the program name for clarity as suggested in the Improvements section. Additionally, include a brief rationale for the security benefits of disabling local authentication and usin"
5.2.12__ensure-only-strong-ciphers-are-used,5.2.12,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure only strong Ciphers are used,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,"Modify
- **Modify:** Suggest incorporating an automated approach using Azure CLI or PowerShell scripts to check SSH configurations. This could be implemented via Azure Automation or as part of a CI/CD"
9.3.8__ensure-that-private-endpoints-are-used-for-azure-key-vault,9.3.8,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Private Endpoints are Used for Azure Key Vault,Automated,Automated,AGREE,8,HIGH,azure_keyvault_private_endpoint_verified,Modify
10.3.1.3__ensure-'allow-storage-account-key-access'-for-azure-storage-accounts-is-'disabled',10.3.1.3,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure 'Allow storage account key access' for Azure Storage Accounts is 'Disabled',Automated,Automated,AGREE,9,HIGH,azure_storage_account_shared_key_access_disabled,"- Keep as-is, with a note to enhance the automation script with error handling and logging for robustness in diverse environments. This will ensure the script remains reliable and informative even whe"
2.2.2.1__ensure-private-endpoints-are-used-to-access-{service},2.2.2.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure Private Endpoints are used to access {service},Automated,Automated,AGREE,8,HIGH,azure_network_private_endpoint_usage_verified,"Modify  
- While the current assessment is largely accurate, it would benefit from additional details on service-specific configurations and security best practices. I recommend expanding the automati"
9.1.7.2__ensure-that-microsoft-defender-for-open-source-relational-databases-is-set-to-'on',9.1.7.2,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure That Microsoft Defender for Open-Source Relational Databases Is Set To 'On',Automated,Automated,AGREE,9,HIGH,azure_security_open_source_defender_enabled,"- **Modify:** Update the program name for clarity as suggested. Consider adding documentation references and error handling to enhance the robustness of the automation script.
- The overall approach a"
2.3.5__ensure-'http-version'-is-set-to-'2.0'-(if-in-use),2.3.5,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'HTTP version' is set to '2.0' (if in use),Automated,Automated,AGREE,9,HIGH,azure_functionapp_http_version_set_to_,Keep as-is
1.1.3.1__ensure-nodev-option-set-on-_dev_shm-partition,1.1.3.1,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure nodev option set on /dev/shm partition,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,"- **Modify:** Incorporate Azure automation capabilities into the assessment. Develop a script using Azure CLI or PowerShell to automate the compliance check. Additionally, consider using Azure Policy "
15.2__ensure-batch-pools-disk-encryption-is-set-enabled,15.2,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure Batch pools disk encryption is set enabled,Automated,Automated,Unknown,0,HIGH,azure_batch_pool_disk_encryption_enabled,
17.14__ensure-azure-resource-manager-delete-locks-are-applied-to-azure-storage-accounts,17.14,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure Azure Resource Manager Delete locks are applied to Azure Storage Accounts,Automated,Automated,AGREE,9,HIGH,azure_storage_account_delete_lock_configured,Keep as-is with minor modification
9.1.3.5__ensure-that-'file-integrity-monitoring'-component-status-is-set-to-'on',9.1.3.5,1. https://learn.microsoft.com/en-us/azure/defender-for-cloud/file-integrity- monitoring-overview 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-incident- response#ir-2-preparation---setup-incident-notification 3. https://learn.microsoft.com/en-us/azure/defender-for-cloud/file-integrity- monitoring-enable-defender-endpoint,Ensure that 'File Integrity Monitoring' component status is set to 'On',Automated,Automated,AGREE,7,MEDIUM,azure_defender_for_cloud_file_integrity_monitoring_status_verified,- **Modify:** Adjust the CLI command and API call to directly verify the FIM status rather than relying on pricing tier information. Ensure the program name follows a consistent naming convention. Pro
10.3.4__ensure-that-'secure-transfer-required'-is-set-to-'enabled',10.3.4,,Ensure that 'Secure transfer required' is set to 'Enabled',Automated,Automated,AGREE,9,HIGH,azure_storage_account_https_only_enabled,Modify
